azurerm_aadb2c_directory,Microsoft.AzureActiveDirectory/b2cDirectories
azurerm_stream_analytics_output_eventhub,false
azurerm_stream_analytics_output_function,false
azurerm_stream_analytics_output_mssql,false
azurerm_stream_analytics_output_powerbi,false
azurerm_stream_analytics_output_servicebus_queue,false
azurerm_stream_analytics_output_servicebus_topic,false
azurerm_stream_analytics_output_synapse,false
azurerm_stream_analytics_output_table,false
azurerm_stream_analytics_reference_input_blob,false
azurerm_stream_analytics_reference_input_mssql,false
azurerm_stream_analytics_stream_input_blob,false
azurerm_stream_analytics_stream_input_eventhub,false
azurerm_stream_analytics_stream_input_iothub,false
azurerm_subnet,false
azurerm_subnet_nat_gateway_association,false
azurerm_subnet_network_security_group_association,false
azurerm_subnet_route_table_association,false
azurerm_subnet_service_endpoint_storage_policy,false
azurerm_subscription,false
azurerm_subscription_cost_management_export,false
azurerm_subscription_policy_assignment,false
azurerm_subscription_policy_exemption,false
azurerm_subscription_policy_remediation,false
azurerm_subscription_template_deployment,false
azurerm_synapse_firewall_rule,false
azurerm_synapse_integration_runtime_azure,false
azurerm_synapse_integration_runtime_self_hosted,false
azurerm_synapse_linked_service,false
azurerm_synapse_managed_private_endpoint,false
azurerm_synapse_private_link_hub,false
azurerm_synapse_role_assignment,false
azurerm_synapse_spark_pool,false
azurerm_synapse_sql_pool,false
azurerm_synapse_sql_pool_extended_auditing_policy,false
azurerm_synapse_sql_pool_security_alert_policy,false
azurerm_synapse_sql_pool_vulnerability_assessment,false
azurerm_synapse_sql_pool_vulnerability_assessment_baseline,false
azurerm_synapse_sql_pool_workload_classifier,false
azurerm_synapse_sql_pool_workload_group,false
azurerm_synapse_workspace,false
azurerm_synapse_workspace_aad_admin,false
azurerm_synapse_workspace_extended_auditing_policy,false
azurerm_synapse_workspace_key,false
azurerm_synapse_workspace_security_alert_policy,false
azurerm_synapse_workspace_sql_aad_admin,false
azurerm_synapse_workspace_vulnerability_assessment,false
azurerm_template_deployment,false
azurerm_tenant_template_deployment,false
azurerm_traffic_manager_azure_endpoint,false
azurerm_traffic_manager_external_endpoint,false
azurerm_traffic_manager_nested_endpoint,false
azurerm_traffic_manager_profile,false
azurerm_user_assigned_identity,false
azurerm_video_analyzer,false
azurerm_video_analyzer_edge_module,false
azurerm_virtual_desktop_application,false
azurerm_virtual_desktop_application_group,false
azurerm_virtual_desktop_host_pool,false
azurerm_virtual_desktop_host_pool_registration_info,false
azurerm_virtual_desktop_scaling_plan,false
azurerm_virtual_desktop_workspace,false
azurerm_virtual_desktop_workspace_application_group_association,false
azurerm_virtual_hub,false
azurerm_virtual_hub_bgp_connection,false
azurerm_virtual_hub_connection,false
azurerm_virtual_hub_ip,false
azurerm_virtual_hub_route_table,false
azurerm_virtual_hub_route_table_route,false
azurerm_virtual_hub_security_partner_provider,false
azurerm_virtual_machine,false
azurerm_virtual_machine_data_disk_attachment,false
azurerm_virtual_machine_extension,false
azurerm_virtual_machine_scale_set,false
azurerm_virtual_machine_scale_set_extension,false
azurerm_virtual_network,false
azurerm_virtual_network_dns_servers,false
azurerm_virtual_network_gateway,false
azurerm_virtual_network_gateway_connection,false
azurerm_virtual_network_gateway_nat_rule,false
azurerm_virtual_network_peering,false
azurerm_virtual_wan,false
azurerm_vmware_cluster,false
azurerm_vmware_express_route_authorization,false
azurerm_vmware_private_cloud,false
azurerm_vpn_gateway,false
azurerm_vpn_gateway_connection,false
azurerm_vpn_gateway_nat_rule,false
azurerm_vpn_server_configuration,false
azurerm_vpn_server_configuration_policy_group,false
azurerm_vpn_site,false
azurerm_web_app_active_slot,false
azurerm_web_app_hybrid_connection,false
azurerm_web_application_firewall_policy,false
azurerm_web_pubsub,false
azurerm_web_pubsub_hub,false
azurerm_web_pubsub_network_acl,false
azurerm_web_pubsub_shared_private_link_resource,false
azurerm_windows_function_app,Microsoft.Web/serverFarms
azurerm_windows_function_app_slot,false
azurerm_windows_virtual_machine,false
azurerm_windows_virtual_machine_scale_set,false
azurerm_windows_web_app,false
azurerm_windows_web_app_slot,false
